loan_id,customer_id,loan_type,principal_amount,interest_rate,tenor_months,disbursement_date,days_past_due,loan_status
LN001791,CUST00532,Education,28813.53,12.41,36.0,2025-01-15,58,Active
LN001792,CUST00228,Personal,106336.35,19.91,60.0,2024-11-19,90,Active
LN001793,CUST01153,Home,876080.82,15.19,6.0,2024-12-30,0,Active
LN001794,CUST00946,Business,60722.6,13.75,48.0,2025-10-12,0,Active
LN001795,CUST00758,Business,910643.46,11.4,60.0,2025-03-26,0,Closed
LN001796,CUST00126,Home,12924.02,18.53,6.0,2025-02-12,0,Active
LN001797,CUST00471,Personal,626875.84,21.76,48.0,2024-07-21,0,Active
LN001798,CUST00381,Personal,233981.61,16.48,60.0,2025-08-02,47,Active
LN001799,CUST00332,Home,24432.97,9.23,18.0,2025-12-07,43,Active
LN001800,CUST01137,Personal,11729.72,9.9,18.0,2024-01-30,0,Active
LN001801,CUST00424,Auto,36064.42,11.15,6.0,2025-01-28,67,Active
LN001802,CUST00284,Auto,332250.75,20.04,12.0,2024-09-21,74,Active
LN001803,CUST00062,Business,493944.61,15.14,36.0,2024-12-19,8,Active
LN001804,CUST00532,Personal,22549.37,20.63,60.0,2025-06-11,27,Active
LN001806,CUST00659,Business,328660.27,12.05,6.0,2025-02-25,0,Active
LN001807,CUST00894,Personal,92310.73,10.21,48.0,2024-10-09,0,Active
LN001808,CUST00825,Business,39779.33,13.08,12.0,2024-01-26,6,Closed
LN001809,CUST00212,Business,38600.58,17.39,6.0,2024-04-13,51,Active
LN001810,CUST00867,Home,93637.68,18.39,60.0,2026-04-04,0,Active
LN001811,CUST00828,Personal,45311.54,9.28,24.0,2024-11-12,0,Active
LN001813,CUST00378,Business,10694.54,14.93,18.0,2025-04-20,32,Active
LN001814,CUST00040,Business,119269.99,21.89,6.0,2024-02-27,75,Active
LN001815,CUST00068,Auto,1033424.61,18.87,12.0,2024-10-12,0,Active
LN001816,CUST00459,Auto,25266.19,13.93,24.0,2024-02-25,26,Active
LN001817,CUST00456,Business,34457.95,18.08,48.0,2026-04-29,41,Active
LN001818,CUST01127,Education,525104.07,13.12,48.0,2026-02-10,0,Active
LN001819,CUST01011,Personal,30903.59,9.48,60.0,2024-11-25,0,Active
LN001820,CUST00612,Personal,34263.36,12.94,24.0,2024-02-16,0,Active
LN001821,CUST00352,Home,425218.62,14.04,36.0,2025-12-13,0,Active
LN001822,CUST00766,Personal,113654.09,9.07,48.0,2025-02-23,0,Active
LN001823,CUST00745,Personal,763436.03,9.16,60.0,2024-01-17,0,Active
LN001824,CUST00352,Auto,15886.75,20.33,12.0,2026-04-15,59,Active
LN001825,CUST00067,Education,919077.36,17.37,36.0,2025-09-09,79,Active
LN001826,CUST00423,Auto,77073.8,14.85,12.0,2026-05-26,0,Closed
LN001827,CUST00705,Auto,23769.58,10.18,36.0,2026-02-05,163,Active
LN001828,CUST00830,Education,30843.21,16.9,60.0,2025-01-01,40,Active
LN001829,CUST00395,Auto,85746.5,16.81,60.0,2025-08-04,0,Active
LN001830,CUST00711,Education,23809.96,16.14,48.0,2024-04-28,150,Active
LN001831,CUST00186,Business,104380.48,10.31,6.0,2024-10-16,55,Active
LN001832,CUST00275,Auto,107296.53,10.02,12.0,2026-02-01,193,Written Off
LN001833,CUST00328,Auto,32334.95,11.39,24.0,2026-05-17,28,Active
LN001834,CUST00201,Business,6537.9,12.82,12.0,2026-01-17,0,Active
LN001835,CUST00263,Home,874186.61,17.92,24.0,2025-08-25,0,Active
LN001836,CUST00291,Business,17261.02,19.73,36.0,2026-05-06,0,Active
LN001837,CUST01092,Auto,668539.37,10.39,60.0,2025-07-14,0,Active
LN001838,CUST00680,Personal,757514.62,21.24,18.0,2026-05-22,0,Active
LN001839,CUST00487,Education,40123.48,18.7,6.0,2024-01-22,46,Active
LN001840,CUST00260,Home,808123.01,16.99,48.0,2024-06-22,35,Active
LN001842,CUST00085,Business,376421.75,15.02,48.0,2025-01-13,37,Active
LN001843,CUST01144,Home,1020640.87,16.21,6.0,2025-06-04,32,Active
LN001844,CUST00888,Home,190112.92,19.68,36.0,2026-04-04,26,Active
LN001845,CUST01109,Business,40475.07,10.72,18.0,2024-03-30,16,Active
LN001846,CUST00815,Education,1179054.54,11.57,48.0,2026-01-24,42,Active
LN001847,CUST00765,Business,42272.19,17.19,36.0,2024-03-19,0,Active
LN001848,CUST01093,Business,31440.78,12.73,48.0,2025-06-05,0,Active
LN001849,CUST00516,Personal,80106.99,21.05,6.0,2024-08-09,36,Active
LN001850,CUST01175,Personal,59448.92,21.07,6.0,2024-10-01,21,Active
LN001851,CUST00840,Home,755807.11,19.63,18.0,2026-06-01,32,Active
LN001852,CUST00584,Auto,20264.15,12.86,6.0,2026-04-22,2,Active
LN001853,CUST00412,Auto,32413.79,20.02,12.0,2024-09-05,0,Active
LN001854,CUST00012,Personal,25274.14,8.66,24.0,2026-04-15,65,Active
LN001855,CUST00228,Personal,31636.15,18.44,24.0,2024-04-26,0,Active
LN001856,CUST00725,Home,94274.14,16.55,36.0,2026-05-17,0,Active
LN001857,CUST00301,Auto,55747.29,15.98,6.0,2024-07-12,141,Active
LN001858,CUST00531,Business,906455.39,12.99,6.0,2024-06-02,0,Active
LN001859,CUST00590,Business,118133.43,15.97,12.0,2024-04-26,0,Active
LN001860,CUST00861,Auto,21480.66,21.23,60.0,2025-03-26,50,Active
LN001861,CUST00878,Home,126338.02,11.25,18.0,2025-02-02,0,Active
LN001862,CUST01157,Auto,64250.03,15.45,18.0,2025-12-07,0,Active
LN001863,CUST00548,Auto,41498.16,21.08,24.0,2024-04-05,0,Active
LN001864,CUST00797,Education,37620.96,14.39,24.0,2025-09-13,31,Active
LN001865,CUST00462,Auto,507604.73,16.31,60.0,2024-01-21,0,Active
LN001866,CUST00889,Personal,17899.73,13.45,18.0,2024-06-08,1,Active
LN001867,CUST00641,Auto,204890.19,9.5,18.0,2024-05-03,0,Active
LN001868,CUST00067,Business,6749.32,17.4,12.0,2024-03-24,0,Active
LN001869,CUST00841,Auto,26824.65,12.63,18.0,2026-02-25,0,Active
LN001870,CUST00812,Education,30393.55,10.05,6.0,2025-05-13,57,Active
LN001871,CUST00849,Business,596833.67,18.09,48.0,2026-01-18,43,Active
LN001872,CUST00609,Home,25442.18,18.21,36.0,2026-03-04,54,Active
LN001873,CUST00342,Personal,38107.31,11.36,6.0,2024-01-20,40,Active
LN001874,CUST00789,Home,38887.18,11.97,12.0,2025-08-08,0,Active
LN001875,CUST00508,Education,181521.24,16.21,24.0,2025-09-01,0,Active
LN001876,CUST00046,Personal,692572.85,15.89,48.0,2025-02-04,0,Active
LN001877,CUST00974,Personal,30899.73,21.33,18.0,2024-08-13,25,Active
LN001878,CUST01029,Personal,389773.39,11.22,36.0,2024-07-09,0,Active
LN001879,CUST00347,Education,39869.75,13.8,48.0,2024-12-21,47,Active
LN001880,CUST00661,Home,85569.49,15.32,48.0,2024-01-19,5,Active
LN001881,CUST01149,Personal,288400.89,18.65,48.0,2024-04-09,0,Active
LN001882,CUST00383,Business,74972.89,18.5,6.0,2024-04-12,49,Active
LN001883,CUST01189,Education,37517.53,11.26,60.0,2025-12-02,33,Active
LN001884,CUST00246,Home,19885.68,18.69,24.0,2025-12-26,143,Active
LN001885,CUST00013,Home,22956.82,21.73,60.0,2025-03-25,6,Active
LN001886,CUST01097,Personal,24483.79,9.46,12.0,2024-07-21,8,Active
LN001887,CUST00040,Education,83423.96,20.27,18.0,2025-08-16,14,Active
LN001888,CUST00697,Personal,47145.45,13.61,12.0,2025-03-09,0,Active
LN001889,CUST01150,Home,19594.11,18.17,60.0,2024-05-02,8,Active
LN001890,CUST00155,Personal,455858.43,19.45,36.0,2024-05-20,0,Active
LN001891,CUST00556,Personal,47448.43,15.62,48.0,2025-10-17,0,Active
LN001892,CUST00107,Home,90203.79,14.92,48.0,2025-05-09,79,Active
LN001893,CUST00191,Business,1185291.15,20.14,12.0,2026-05-31,34,Active
LN001894,CUST00612,Auto,135586.97,20.58,6.0,2025-03-02,0,Active
LN001895,CUST00135,Auto,1159850.6,16.61,24.0,2025-12-20,0,Active
LN001896,CUST00607,Home,1148121.61,18.57,36.0,2024-01-21,31,Active
LN001897,CUST01187,Business,431985.0,15.96,12.0,2024-10-31,3,Closed
LN001898,CUST00231,Personal,26657.33,16.83,24.0,2024-09-25,0,Active
LN001899,CUST00274,Personal,72638.41,15.4,36.0,2025-09-29,0,Active
LN001900,CUST00542,Home,581599.55,14.0,12.0,2025-08-30,43,Active
LN001901,CUST00993,Personal,73195.56,15.21,12.0,2026-03-10,10,Active
LN001902,CUST00766,Personal,37522.15,10.2,24.0,2025-04-10,30,Active
LN001903,CUST01130,Business,785197.51,13.92,24.0,2024-10-26,60,Active
LN001904,CUST00002,Auto,138167.52,13.48,18.0,2024-04-20,0,Active
LN001905,CUST00727,Business,144801.54,10.82,60.0,2024-06-16,0,Active
LN001906,CUST00571,Business,17190.92,20.05,12.0,2026-05-16,39,Active
LN001907,CUST01168,Education,229904.99,11.2,12.0,2025-01-07,0,Active
LN001908,CUST00261,Business,50141.75,8.58,6.0,2025-03-20,0,Active
LN001909,CUST01199,Education,75811.96,17.63,18.0,2026-01-20,0,Active
LN001910,CUST00357,Home,111272.63,8.5,6.0,2024-04-26,0,Active
LN001911,CUST00264,Business,144009.7,8.71,24.0,2025-05-04,0,Active
LN001912,CUST00707,Education,1000277.96,9.76,36.0,2024-09-15,5,Active
LN001913,CUST00508,Education,116041.14,16.2,60.0,2025-07-08,28,Active
LN001914,CUST00384,Personal,615083.98,14.93,24.0,2024-03-24,0,Active
LN001915,CUST00516,Personal,27550.39,17.77,12.0,2024-02-20,0,Active
LN001916,CUST00317,Personal,122947.85,21.22,6.0,2025-04-15,0,Closed
LN001917,CUST00956,Education,572489.07,12.95,60.0,2026-01-02,3,Active
LN001918,CUST00070,Personal,1106334.68,10.22,36.0,2024-05-14,0,Active
LN001919,CUST00312,Business,28945.31,12.1,36.0,2024-01-20,0,Active
LN001920,CUST00786,Auto,1123734.73,20.52,48.0,2025-12-20,0,Closed
LN001921,CUST01063,Auto,69913.36,10.15,18.0,2025-10-05,0,Active
LN001922,CUST00210,Education,38051.92,13.46,36.0,2025-09-07,0,Active
LN001923,CUST00070,Education,27329.88,17.81,24.0,2025-05-19,0,Closed
LN001924,CUST00006,Business,880262.88,18.0,24.0,2024-09-09,0,Active
LN001925,CUST00595,Home,84027.84,14.58,12.0,2025-07-19,0,Active
LN001926,CUST00398,Home,473037.84,17.05,36.0,2024-07-25,34,Closed
LN001927,CUST00151,Auto,469363.02,12.92,6.0,2025-06-08,0,Active
LN001928,CUST00684,Education,39868.63,10.25,60.0,2024-04-30,3,Active
LN001929,CUST00389,Home,682276.62,17.05,24.0,2024-05-13,40,Active
LN001930,CUST00555,Business,196989.01,12.28,6.0,2025-03-17,18,Active
LN001931,CUST00011,Business,18939.44,15.55,24.0,2024-01-26,0,Active
LN001932,CUST01142,Auto,550155.54,13.04,24.0,2026-03-02,133,Active
LN001933,CUST00395,Personal,718247.46,9.58,36.0,2026-04-25,12,Active
LN001934,CUST00196,Home,1140058.35,9.69,24.0,2024-01-28,0,Active
LN001936,CUST00026,Home,28041.05,15.91,18.0,2025-07-18,0,Active
LN001937,CUST01119,Education,89982.43,20.68,6.0,2025-12-01,0,Active
LN001938,CUST00082,Education,133843.21,9.83,18.0,2024-12-22,22,Active
LN001939,CUST00911,Auto,43094.05,15.32,6.0,2024-11-25,0,Active
LN001940,CUST00579,Education,16358.62,18.38,48.0,2025-03-11,0,Active
LN001941,CUST00114,Home,41415.42,13.22,24.0,2024-09-20,0,Closed
LN001942,CUST00885,Education,536239.54,9.85,36.0,2026-04-19,2,Active
LN001943,CUST00190,Home,34184.04,18.29,48.0,2024-01-24,33,Closed
LN001944,CUST00776,Education,47255.92,14.29,18.0,2026-02-23,0,Active
LN001945,CUST00382,Education,38978.07,11.31,6.0,2026-01-30,2,Active
LN001946,CUST00301,Education,63902.4,18.84,12.0,2025-07-15,82,Closed
LN001947,CUST00607,Personal,902300.08,11.35,48.0,2024-05-19,52,Active
LN001948,CUST00164,Home,1174814.62,14.72,6.0,2024-04-24,0,Closed
LN001949,CUST00558,Business,718581.6,18.78,24.0,2024-03-12,124,Active
LN001950,CUST00770,Personal,27578.64,20.16,12.0,2025-05-25,0,Active
LN001951,CUST00996,Auto,10057.23,13.19,6.0,2025-02-27,77,Active
LN001952,CUST00086,Business,361737.97,19.14,12.0,2025-04-22,42,Closed
LN001953,CUST00879,Education,320784.83,17.77,6.0,2024-01-26,0,Active
LN001954,CUST00338,Auto,87610.75,11.12,48.0,2024-02-28,5,Active
LN001955,CUST00410,Education,680422.22,19.38,18.0,2024-04-17,0,Active
LN001956,CUST00383,Education,760434.89,11.09,6.0,2026-04-20,14,Closed
LN001957,CUST01010,Home,1067315.51,11.83,18.0,2024-07-24,51,Active
LN001958,CUST00577,Auto,44434.13,12.52,18.0,2025-08-13,0,Active
LN001959,CUST00798,Education,465688.42,13.58,18.0,2024-08-26,0,Active
LN001960,CUST00832,Home,89533.46,12.09,36.0,2025-12-12,0,Active
LN001961,CUST00025,Personal,80078.26,21.98,24.0,2024-02-21,57,Active
LN001962,CUST00920,Business,22011.4,8.61,60.0,2025-12-26,73,Closed
LN001963,CUST01033,Home,633594.31,8.8,6.0,2026-05-05,82,Closed
LN001964,CUST00185,Personal,458703.56,12.56,60.0,2025-01-09,0,Closed
LN001965,CUST00368,Auto,577532.43,15.72,6.0,2025-07-27,0,Active
LN001966,CUST00542,Auto,12082.03,17.56,18.0,2024-04-29,0,Active
LN001967,CUST00112,Personal,265913.95,9.46,24.0,2024-05-22,24,Closed
LN001968,CUST00815,Business,427624.51,15.49,18.0,2024-05-01,14,Active
LN001969,CUST00661,Home,31234.93,13.92,24.0,2024-09-18,18,Active
LN001970,CUST00101,Business,143380.35,19.9,24.0,2025-09-26,56,Active
LN001971,CUST00206,Personal,42029.96,11.05,12.0,2025-11-23,14,Active
LN001972,CUST00982,Auto,111148.35,12.5,48.0,2024-03-18,0,Active
LN001973,CUST01149,Auto,114323.87,18.16,12.0,2025-07-07,60,Active
LN001974,CUST00383,Business,259706.52,13.63,24.0,2025-12-14,80,Active
LN001975,CUST00289,Auto,81867.82,18.17,12.0,2026-01-13,0,Closed
LN001976,CUST00387,Auto,62015.23,16.95,60.0,2024-04-13,0,Active
LN001977,CUST01076,Business,39028.5,11.96,6.0,2024-09-17,0,Active
LN001978,CUST00260,Home,1064835.44,13.11,24.0,2026-04-04,0,Active
LN001979,CUST00255,Business,108880.94,15.07,48.0,2026-05-29,38,Active
LN001980,CUST00309,Business,125713.68,20.78,24.0,2025-01-13,0,Active
LN001982,CUST00776,Home,134919.71,19.5,36.0,2025-06-23,0,Active
LN001983,CUST00077,Home,17597.18,9.93,60.0,2025-02-02,5,Active
LN001984,CUST00970,Business,455784.48,19.36,12.0,2024-12-30,0,Active
LN001985,CUST00328,Auto,136902.54,11.02,6.0,2024-01-21,7,Active
LN001986,CUST00827,Personal,531490.7,9.09,48.0,2025-04-06,0,Active
LN001987,CUST00214,Education,34118.16,14.77,36.0,2025-10-22,24,Active
LN001988,CUST00159,Education,599076.38,11.4,48.0,2024-09-26,0,Active
LN001989,CUST00578,Auto,30058.0,21.04,60.0,2024-06-12,0,Active
LN001990,CUST00456,Personal,8983.5,16.72,24.0,2025-09-11,0,Active
LN001991,CUST00153,Education,29503.91,15.69,18.0,2026-02-15,0,Active
LN001992,CUST00374,Auto,33069.75,11.05,24.0,2025-02-25,0,Active
LN001993,CUST01020,Auto,906339.06,13.84,60.0,2025-12-07,0,Active
LN001994,CUST01052,Auto,47259.89,17.57,12.0,2024-12-10,0,Active
LN001995,CUST01120,Education,633719.22,9.78,24.0,2026-03-24,0,Active
LN001996,CUST01179,Home,8522.35,21.1,24.0,2025-05-19,0,Active
LN001997,CUST00802,Home,67207.24,14.45,48.0,2024-04-21,0,Active
LN001998,CUST00395,Personal,6520.51,16.51,12.0,2024-11-24,58,Active
LN002000,CUST00653,Education,11553.29,8.95,48.0,2025-02-26,0,Active
